price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3640000.0,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3640000.0,3000,2,1,2,yes,no,no,no,yes,0,no,furnished
3640000.0,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
3640000.0,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
3640000.0,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
3640000.0,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
3640000.0,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
3633000.0,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
3605000.0,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3605000.0,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
3570000.0,3150,3,1,2,yes,no,yes,no,no,0,no,furnished
3570000.0,4500,4,2,2,yes,no,yes,no,no,2,no,furnished
3570000.0,4500,2,1,1,no,no,no,no,no,0,no,furnished
3570000.0,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
3535000.0,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
3500000.0,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
3500000.0,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
3500000.0,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3500000.0,2135,3,2,2,no,no,no,no,no,0,no,unfurnished
3500000.0,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3500000.0,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
3500000.0,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
3500000.0,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
3500000.0,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
3500000.0,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000.0,5900,2,1,1,yes,no,no,no,no,1,no,furnished
3500000.0,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
3500000.0,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000.0,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3500000.0,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
3500000.0,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
3500000.0,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
3493000.0,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
3465000.0,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
3465000.0,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3465000.0,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000.0,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
3430000.0,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
3430000.0,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
3430000.0,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000.0,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
3430000.0,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
3423000.0,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3395000.0,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
3395000.0,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
3395000.0,3640,2,1,1,yes,no,no,no,no,0,no,furnished
3360000.0,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
3360000.0,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
3360000.0,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
3360000.0,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
3360000.0,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
3360000.0,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
3360000.0,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3360000.0,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
3353000.0,2700,3,1,1,no,no,no,no,no,0,no,furnished
3332000.0,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3325000.0,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
3325000.0,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
3290000.0,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
3290000.0,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
3290000.0,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
3290000.0,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
3290000.0,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3290000.0,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3290000.0,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3290000.0,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
3255000.0,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
3255000.0,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
3234000.0,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
3220000.0,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
3220000.0,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
3220000.0,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
3220000.0,3120,3,1,2,no,no,no,no,no,0,no,furnished
3150000.0,3450,1,1,1,yes,no,no,no,no,0,no,furnished
3150000.0,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
3150000.0,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
3150000.0,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
3150000.0,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
3150000.0,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3150000.0,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3150000.0,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3150000.0,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
3143000.0,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
3129000.0,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
3118850.0,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
3115000.0,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
3115000.0,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
3115000.0,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
3087000.0,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
3080000.0,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
3080000.0,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3080000.0,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
3080000.0,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
3045000.0,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
3010000.0,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
3010000.0,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3010000.0,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3010000.0,4600,2,1,1,yes,no,no,no,no,0,no,furnished
3010000.0,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
3010000.0,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
3010000.0,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
3003000.0,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
2975000.0,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
2961000.0,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2940000.0,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2940000.0,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
2940000.0,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
2940000.0,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
2940000.0,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
2940000.0,2700,2,1,1,no,no,no,no,no,0,no,furnished
2940000.0,3150,3,1,2,no,no,no,no,no,0,no,unfurnished
2940000.0,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
2870000.0,3040,2,1,1,no,no,no,no,no,0,no,unfurnished
2870000.0,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
2870000.0,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2870000.0,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
2852500.0,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
2835000.0,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
2835000.0,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
2835000.0,2640,2,1,1,no,no,no,no,no,1,no,furnished
2800000.0,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2800000.0,3960,3,1,1,yes,no,no,no,no,0,no,furnished
2730000.0,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
2730000.0,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
2695000.0,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000.0,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000.0,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2660000.0,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
2660000.0,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
2660000.0,2430,3,1,1,no,no,no,no,no,0,no,unfurnished
2660000.0,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
2660000.0,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
2653000.0,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
2653000.0,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
2604000.0,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
2590000.0,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000.0,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000.0,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
2520000.0,2880,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000.0,3180,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000.0,3000,2,1,2,yes,no,no,no,no,0,no,furnished
2485000.0,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2485000.0,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished
2450000.0,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2450000.0,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
2450000.0,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished
2450000.0,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
2450000.0,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
2450000.0,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
2408000.0,3635,2,1,1,no,no,no,no,no,0,no,unfurnished
2380000.0,2475,3,1,2,yes,no,no,no,no,0,no,furnished
2380000.0,2787,4,2,2,yes,no,no,no,no,0,no,furnished
2380000.0,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
2345000.0,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
2310000.0,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
2275000.0,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
2275000.0,3970,1,1,1,no,no,no,no,no,0,no,unfurnished
2275000.0,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2240000.0,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished
2233000.0,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
2135000.0,3000,2,1,1,no,no,no,no,no,0,no,unfurnished
2100000.0,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2100000.0,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished
2100000.0,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
1960000.0,3420,5,1,2,no,no,no,no,no,0,no,unfurnished
1890000.0,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished
1890000.0,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
1855000.0,2990,2,1,1,no,no,no,no,no,1,no,unfurnished
1820000.0,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished
1767150.0,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
1750000.0,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
1750000.0,2910,3,1,1,no,no,no,no,no,0,no,furnished
1750000.0,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
